id,image_path,articleType,gender,baseColour,season,usage,productDisplayName,mapped_color,neckline,dress_length,fabric,pattern,sleeve_length,mapped_usage,color_encoded,neckline_encoded,dress_length_encoded,fabric_encoded,pattern_encoded,sleeve_length_encoded,usage_encoded,season_encoded,gender_encoded
3440,/content/fashion_data/images/3440.jpg,Tshirts,Men,Blue,Summer,Sports,Delhi Daredevils Mens Fan Tee,Blue,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Sports,2,3,4,1,7,4,4,2,0
32232,/content/fashion_data/images/32232.jpg,Kurtas,Women,Blue,Summer,Ethnic,Fabindia Women Printed Blue Kurta,Blue,Collared,Midi,Linen,Abstract,3/4 Sleeve,Festive/Religious,2,1,3,6,0,0,1,2,2
28508,/content/fashion_data/images/28508.jpg,Tshirts,Men,White,Summer,Sports,Nike Men Training White T-shirt,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Sports,22,3,4,1,7,4,4,2,0
31288,/content/fashion_data/images/31288.jpg,Tshirts,Men,Black,Summer,Sports,PUMA Black Training Polo T-shirt,Black,V-Neck,Mini,Cotton,Solid,Short Sleeve,Sports,1,14,4,1,7,4,4,2,0
19672,/content/fashion_data/images/19672.jpg,Tshirts,Women,Blue,Fall,Casual,United Colors of Benetton Women Blue Printed T-shirt,Blue,V-Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,2,14,4,1,0,4,0,0,2
52059,/content/fashion_data/images/52059.jpg,Tshirts,Men,White,Summer,Casual,Myntra Men White T-shirt,White,V-Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,22,14,4,1,7,2,0,2,0
1645,/content/fashion_data/images/1645.jpg,Tshirts,Men,Black,Fall,Sports,Kipsta Men Loose Fit Round Neck Jersey Black,Black,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Sports,1,10,4,7,7,4,4,0,0
54955,/content/fashion_data/images/54955.jpg,Tshirts,Men,Blue,Summer,Casual,Do U Speak Green Men Blue T-Shirt,Blue,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,2,10,4,1,7,2,0,2,0
51457,/content/fashion_data/images/51457.jpg,Dresses,Women,Black,Summer,Casual,Tonga Women Black Dress,Black,Scoop Neck,Maxi,Polyester,Solid,Short Sleeve,Casual,1,10,2,7,7,4,0,2,2
42676,/content/fashion_data/images/42676.jpg,Kurtas,Women,Black,Summer,Ethnic,Alma Women Black Kurta,Black,Keyhole,Knee-length,Cotton,Solid,3/4 Sleeve,Festive/Religious,1,6,1,1,7,0,1,2,2
16925,/content/fashion_data/images/16925.jpg,Sweaters,Men,Navy Blue,Fall,Casual,Spykar Men Stripes Navy Blue Sweaters,Navy Blue,Cowl Neck,Knee-length,Cotton,Striped,Long Sleeve,Casual,12,2,1,1,8,3,0,0,0
2102,/content/fashion_data/images/2102.jpg,Shirts,Men,White,Winter,Casual,Lee Men Checks Parker Blue Shirt,White,V-Neck,Knee-length,Linen,Plaid,3/4 Sleeve,Casual,22,14,1,6,5,0,0,3,0
41985,/content/fashion_data/images/41985.jpg,Tshirts,Men,Yellow,Summer,Casual,Gini and Jony Boys Under The SunYellow T-shirt,Yellow,V-Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,23,14,4,1,7,2,0,2,0
11437,/content/fashion_data/images/11437.jpg,Tops,Women,Purple,Fall,Casual,United Colors of Benetton Women Light Winter Purple Tops,Purple,Halter,Mini,Cotton,Solid,Sleeveless,Casual,17,4,4,1,7,5,0,0,2
15048,/content/fashion_data/images/15048.jpg,Sweaters,Women,Grey,Fall,Casual,ADIDAS Women Solid Grey Sweaters,Grey,Cowl Neck,Mini,Cotton,Solid,Long Sleeve,Casual,9,2,4,1,7,3,0,0,2
16925,/content/fashion_data/images/16925.jpg,Sweaters,Men,Navy Blue,Fall,Casual,Spykar Men Stripes Navy Blue Sweaters,Navy Blue,Cowl Neck,Knee-length,Cotton,Striped,Long Sleeve,Casual,12,2,1,1,8,3,0,0,0
15183,/content/fashion_data/images/15183.jpg,Sweaters,Men,Blue,Fall,Casual,Arrow Sport Men Check Blue Sweaters,Blue,Turtleneck,Mini,Polyester,Plaid,Long Sleeve,Casual,2,13,4,7,5,3,0,0,0
19985,/content/fashion_data/images/19985.jpg,Tshirts,Men,Blue,Fall,Casual,United Colors of Benetton Men Blue Striped T-shirt,Blue,Crew Neck,Mini,Cotton,Striped,Cap Sleeve,Casual,2,3,4,1,8,2,0,0,0
16932,/content/fashion_data/images/16932.jpg,Tshirts,Men,Off White,Fall,Casual,Spykar Men Off White Polo Tshirt,Off White,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,14,10,4,1,7,2,0,0,0
57297,/content/fashion_data/images/57297.jpg,Shirts,Men,White,Summer,Casual,French Connection Men Purple Checks Shirt,White,Collared,Mini,Cotton,Plaid,Long Sleeve,Casual,22,1,4,1,5,3,0,2,0
3290,/content/fashion_data/images/3290.jpg,Tshirts,Men,Blue,Summer,Casual,Guerrilla Men's Sachin Blue T-shirt,Blue,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,2,10,4,1,7,4,0,2,0
31587,/content/fashion_data/images/31587.jpg,Tshirts,Men,Black,Summer,Casual,Mark Taylor Men Printed Black T-shirt,Black,Scoop Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,1,10,4,1,0,4,0,2,0
37527,/content/fashion_data/images/37527.jpg,Rompers,Men,Blue,Summer,Casual,Madagascar3 Infant Boys Light Blue Snapsuit Romper,Blue,Scoop Neck,Midi,Cotton,Solid,Short Sleeve,Casual,2,10,3,1,7,4,0,2,0
8808,/content/fashion_data/images/8808.jpg,Shirts,Men,Green,Fall,Casual,Scullers Men Scul Green Purple Shirt,Green,Collared,Mini,Linen,Solid,3/4 Sleeve,Casual,8,1,4,6,7,0,0,0,0
34408,/content/fashion_data/images/34408.jpg,Tshirts,Men,Black,Summer,Casual,Myntra Men Black Printed T-shirt,Black,Scoop Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,1,10,4,1,0,4,0,2,0
15209,/content/fashion_data/images/15209.jpg,Sweaters,Men,Blue,Fall,Casual,Arrow Sport Men Solid Blue Sweater,Blue,Cowl Neck,Mini,Wool,Solid,Long Sleeve,Casual,2,2,4,10,7,3,0,0,0
4954,/content/fashion_data/images/4954.jpg,Tshirts,Men,White,Summer,Casual,Gini and Jony Boy's Kalin White Navy Infant Kidswear,White,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,10,4,1,7,4,0,2,0
12029,/content/fashion_data/images/12029.jpg,Shirts,Men,Grey,Fall,Formal,Mark Taylor Men Grey Striped Shirt,Grey,Collared,Knee-length,Polyester,Striped,Short Sleeve,Formal,9,1,1,7,8,4,2,0,0
12144,/content/fashion_data/images/12144.jpg,Kurtas,Women,Black,Fall,Ethnic,Aurelia Women Solid Black Kurtas,Black,Keyhole,Maxi,Linen,Solid,3/4 Sleeve,Festive/Religious,1,6,2,6,7,0,1,0,2
21162,/content/fashion_data/images/21162.jpg,Sweaters,Women,Pink,Fall,Casual,s.Oliver Women Solid Pink Sweater,Pink,Turtleneck,Knee-length,Polyester,Solid,Long Sleeve,Casual,16,13,1,7,7,3,0,0,2
35886,/content/fashion_data/images/35886.jpg,Tshirts,Men,White,Summer,Casual,Jungle Book Boys 11 White T-shirt,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,3,4,1,7,4,0,2,0
40674,/content/fashion_data/images/40674.jpg,Tops,Women,Blue,Summer,Casual,Lee Women Blue Top,Blue,Square Neck,Mini,Cotton,Solid,3/4 Sleeve,Casual,2,11,4,1,7,0,0,2,2
50328,/content/fashion_data/images/50328.jpg,Kurtas,Women,Green,Summer,Ethnic,Aurelia Women Green Kurta,Green,Collared,Maxi,Crepe,Solid,Long Sleeve,Festive/Religious,8,1,2,2,7,3,1,2,2
32414,/content/fashion_data/images/32414.jpg,Tshirts,Men,White,Summer,Casual,ADIDAS Men Comic White T-shirt,White,Crew Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,22,3,4,7,7,2,0,2,0
50896,/content/fashion_data/images/50896.jpg,Sarees,Women,Mustard,Fall,Ethnic,Prafful Mustard & Maroon Crepe Printed Sari,Yellow,Boat Neck,Floor-length,Silk,Abstract,Sleeveless,Festive/Religious,23,0,0,9,0,5,1,0,2
20229,/content/fashion_data/images/20229.jpg,Sweaters,Women,Blue,Fall,Casual,Wrangler Women Cable Blue Sweater,Blue,Mock Neck,Knee-length,Wool,Solid,Long Sleeve,Casual,2,7,1,10,7,3,0,0,2
37583,/content/fashion_data/images/37583.jpg,Rompers,Women,Pink,Summer,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper,Pink,Crew Neck,Knee-length,Cotton,Solid,Long Sleeve,Casual,16,3,1,1,7,3,0,2,2
41756,/content/fashion_data/images/41756.jpg,Tops,Women,Pink,Summer,Casual,Doodle Girls Pink Top,Pink,Halter,Mini,Crepe,Solid,Sleeveless,Casual,16,4,4,2,7,5,0,2,2
11064,/content/fashion_data/images/11064.jpg,Shirts,Men,Purple,Fall,Formal,John Miller Men Solid Purple Shirts,Purple,V-Neck,Knee-length,Linen,Solid,3/4 Sleeve,Formal,17,14,1,6,7,0,2,0,0
13426,/content/fashion_data/images/13426.jpg,Tshirts,Men,Red,Summer,Casual,United Colors of Benetton Men Stripes Red  Polo T-shirts,Red,Crew Neck,Mini,Cotton,Striped,Short Sleeve,Casual,18,3,4,1,8,4,0,2,0
46997,/content/fashion_data/images/46997.jpg,Kurtas,Women,Beige,Summer,Ethnic,Shree Women Beige Kurta,Beige,Collared,Knee-length,Crepe,Solid,3/4 Sleeve,Festive/Religious,0,1,1,2,7,0,1,2,2
18754,/content/fashion_data/images/18754.jpg,Dresses,Women,Pink,Fall,Casual,Arrow Woman Kaya Pink Dress,Pink,One-Shoulder,Midi,Lace,Solid,3/4 Sleeve,Casual,16,9,3,4,7,0,0,0,2
56704,/content/fashion_data/images/56704.jpg,Kurtas,Men,Rust,Summer,Ethnic,Fabindia Men Rust Kurta,Copper,Keyhole,Midi,Silk,Solid,3/4 Sleeve,Festive/Religious,6,6,3,9,7,0,1,2,0
12260,/content/fashion_data/images/12260.jpg,Shirts,Men,Blue,Winter,Formal,Genesis Blue Striped Formal Shirt,Blue,V-Neck,Mini,Linen,Striped,Long Sleeve,Formal,2,14,4,6,8,3,2,3,0
23310,/content/fashion_data/images/23310.jpg,Kurtas,Women,Green,Fall,Ethnic,W Women Green Striped Kurta,Green,Keyhole,Knee-length,Linen,Striped,Short Sleeve,Festive/Religious,8,6,1,6,8,4,1,0,2
26472,/content/fashion_data/images/26472.jpg,Tshirts,Men,White,Summer,Casual,Puma Men Classic Graphic  White T-shirt,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,3,4,1,7,4,0,2,0
14000,/content/fashion_data/images/14000.jpg,Jackets,Men,Blue,Fall,Sports,Nike Men Printed Blue Jackets,Blue,V-Neck,Mini,Polyester,Abstract,Long Sleeve,Sports,2,14,4,7,0,3,4,0,0
18921,/content/fashion_data/images/18921.jpg,Shirts,Men,Red,Fall,Casual,Levis Men Classics  Red Shirt,Red,Collared,Knee-length,Polyester,Solid,Long Sleeve,Casual,18,1,1,7,7,3,0,0,0
11567,/content/fashion_data/images/11567.jpg,Kurtas,Women,Purple,Summer,Ethnic,W Women Printed Purple Kurtas,Purple,Keyhole,Maxi,Crepe,Abstract,Short Sleeve,Festive/Religious,17,6,2,2,0,4,1,2,2
9618,/content/fashion_data/images/9618.jpg,Shirts,Men,Blue,Fall,Casual,Indigo Nation Men Checks Blue Shirts,Blue,V-Neck,Mini,Cotton,Plaid,3/4 Sleeve,Casual,2,14,4,1,5,0,0,0,0
18641,/content/fashion_data/images/18641.jpg,Tshirts,Men,Black,Fall,Sports,Puma Men  Powercat Graphic Black Tshirts,Black,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Sports,1,3,4,1,7,2,4,0,0
58741,/content/fashion_data/images/58741.jpg,Tshirts,Men,Purple,Fall,Casual,Puma Men Purple T-shirt,Purple,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,17,3,4,1,7,4,0,0,0
42665,/content/fashion_data/images/42665.jpg,Kurtas,Women,Beige,Summer,Ethnic,Alma Women Beige Kurta,Beige,Keyhole,Midi,Cotton,Solid,3/4 Sleeve,Festive/Religious,0,6,3,1,7,0,1,2,2
33030,/content/fashion_data/images/33030.jpg,Kurtas,Women,Black,Summer,Ethnic,Mother Earth Women Printed Black Kurta,Black,High Neck,Midi,Linen,Abstract,Short Sleeve,Festive/Religious,1,5,3,6,0,4,1,2,2
40030,/content/fashion_data/images/40030.jpg,Tshirts,Men,Black,Summer,Casual,ADIDAS Men Black T-shirt,Black,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,1,14,4,1,7,4,0,2,0
47020,/content/fashion_data/images/47020.jpg,Kurtas,Women,Black,Summer,Ethnic,Shree Women Black Embroidered  Kurta,Black,High Neck,Knee-length,Crepe,Solid,Long Sleeve,Festive/Religious,1,5,1,2,7,3,1,2,2
59674,/content/fashion_data/images/59674.jpg,Sarees,Women,Blue,Fall,Ethnic,FNF Grey Wedding Collection One Minute Saree,Blue,High Neck,Floor-length,Satin,Solid,Sleeveless,Festive/Religious,2,5,0,8,7,5,1,0,2
24953,/content/fashion_data/images/24953.jpg,Tshirts,Women,Pink,Summer,Casual,United Colors of Benetton Women Pink T-shirt,Pink,V-Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,16,14,4,1,7,2,0,2,2
19087,/content/fashion_data/images/19087.jpg,Kurtas,Women,Off White,Fall,Ethnic,W Women Gathered Design Off White Kurta,Off White,Collared,Midi,Linen,Solid,3/4 Sleeve,Festive/Religious,14,1,3,6,7,0,1,0,2
19818,/content/fashion_data/images/19818.jpg,Sweatshirts,Men,Green,Fall,Casual,U.S. Polo Assn. Men Solid Green Sweatshirt,Green,Crew Neck,Knee-length,Polyester,Solid,Long Sleeve,Casual,8,3,1,7,7,3,0,0,0
11627,/content/fashion_data/images/11627.jpg,Kurtas,Women,Pink,Summer,Ethnic,W Women Solid Pink Kurtas,Pink,Keyhole,Midi,Crepe,Solid,Long Sleeve,Festive/Religious,16,6,3,2,7,3,1,2,2
32626,/content/fashion_data/images/32626.jpg,Tshirts,Women,Blue,Summer,Sports,Nike Women Miler Blue T-shirt,Blue,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Sports,2,3,4,1,7,2,4,2,2
15157,/content/fashion_data/images/15157.jpg,Tshirts,Men,Orange,Fall,Casual,Arrow Sport Men Solid Orange Tshirts,Orange,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,15,3,4,1,7,2,0,0,0
21122,/content/fashion_data/images/21122.jpg,Shirts,Men,Maroon,Fall,Casual,s.Oliver Men Check Maroon Shirt,Maroon,V-Neck,Mini,Polyester,Plaid,Long Sleeve,Casual,10,14,4,7,5,3,0,0,0
43499,/content/fashion_data/images/43499.jpg,Tshirts,Men,Blue,Summer,Casual,French Connection Men Blue T-shirt,Blue,Scoop Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,2,10,4,7,7,2,0,2,0
8613,/content/fashion_data/images/8613.jpg,Tshirts,Men,Purple,Fall,Casual,Scullers Men Purple Polo T-Shirt,Purple,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,17,10,4,1,7,4,0,0,0
30626,/content/fashion_data/images/30626.jpg,Tshirts,Men,Black,Summer,Casual,Nike Men Kobe Old Master Black T-shirt,Black,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,1,10,4,1,7,4,0,2,0
19662,/content/fashion_data/images/19662.jpg,Sweatshirts,Men,Blue,Fall,Casual,United Colors of Benetton Men Printed Blue Sweatshirt,Blue,Crew Neck,Mini,Cotton,Abstract,Long Sleeve,Casual,2,3,4,1,0,3,0,0,0
37131,/content/fashion_data/images/37131.jpg,Shirts,Men,Lavender,Summer,Formal,Wills Lifestyle Men Striped Lavender Shirt,Purple,V-Neck,Knee-length,Polyester,Striped,Short Sleeve,Formal,17,14,1,7,8,4,2,2,0
32458,/content/fashion_data/images/32458.jpg,Tshirts,Women,Blue,Summer,Casual,ADIDAS Women Graphic Blue T-shirt,Blue,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,2,3,4,1,7,2,0,2,2
7055,/content/fashion_data/images/7055.jpg,Tshirts,Women,White,Summer,Casual,s.Oliver Women White Liberty FreedomT-shirt,White,V-Neck,Mini,Polyester,Solid,Short Sleeve,Casual,22,14,4,7,7,4,0,2,2
11172,/content/fashion_data/images/11172.jpg,Sweaters,Men,Red,Fall,Casual,Scullers Men Stripes Red Sweaters,Red,Crew Neck,Mini,Polyester,Striped,Long Sleeve,Casual,18,3,4,7,8,3,0,0,0
43699,/content/fashion_data/images/43699.jpg,Tops,Women,Blue,Summer,Casual,Remanika Women Blue Top,Blue,V-Neck,Mini,Silk,Solid,Cap Sleeve,Casual,2,14,4,9,7,2,0,2,2
15987,/content/fashion_data/images/15987.jpg,Tshirts,Men,Purple,Fall,Casual,Turtle Stripes Men Purple TShirt,Purple,Crew Neck,Mini,Polyester,Striped,Short Sleeve,Casual,17,3,4,7,8,4,0,0,0
7132,/content/fashion_data/images/7132.jpg,Tshirts,Women,Green,Fall,Casual,Urban Yoga Women's Green T-shirt,Green,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,8,3,4,1,7,2,0,0,2
6887,/content/fashion_data/images/6887.jpg,Jackets,Women,Blue,Summer,Casual,Forever New Women Indigo Wash Blue Jacket,Blue,Collared,Mini,Denim,Solid,Long Sleeve,Casual,2,1,4,3,7,3,0,2,2
3051,/content/fashion_data/images/3051.jpg,Tshirts,Men,Yellow,Summer,Casual,Tantra Men's Time Zone Yellow T-shirt,Yellow,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,23,10,4,1,7,4,0,2,0
51450,/content/fashion_data/images/51450.jpg,Dresses,Women,Brown,Summer,Casual,Tonga Women Brown Dress,Brown,Square Neck,Midi,Satin,Solid,Long Sleeve,Casual,3,11,3,8,7,3,0,2,2
11541,/content/fashion_data/images/11541.jpg,Kurtas,Women,Blue,Summer,Ethnic,W Women Printed Blue Kurtas,Blue,Keyhole,Maxi,Silk,Abstract,3/4 Sleeve,Festive/Religious,2,6,2,9,0,0,1,2,2
19537,/content/fashion_data/images/19537.jpg,Sweaters,Men,Blue,Summer,Casual,United Colors of Benetton Men Stripes Blue Sweater,Blue,Crew Neck,Mini,Cotton,Striped,Long Sleeve,Casual,2,3,4,1,8,3,0,2,0
44678,/content/fashion_data/images/44678.jpg,Tops,Women,Pink,Summer,Casual,Wills Lifestyle Women Pink Top,Pink,Off-Shoulder,Mini,Crepe,Solid,Bell Sleeve,Casual,16,8,4,2,7,1,0,2,2
2314,/content/fashion_data/images/2314.jpg,Tshirts,Men,Black,Fall,Sports,Nike Mens JDI Black T-shirt,Black,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Sports,1,10,4,1,7,4,4,0,0
11802,/content/fashion_data/images/11802.jpg,Kurtas,Women,White,Fall,Ethnic,Vishudh Women Cambric White Kurtas,White,Collared,Maxi,Cotton,Solid,Short Sleeve,Festive/Religious,22,1,2,1,7,4,1,0,2
20223,/content/fashion_data/images/20223.jpg,Sweaters,Women,Navy Blue,Fall,Casual,Wrangler Women Scoop Navy Blue Sleeveless Sweater,Navy Blue,Turtleneck,Knee-length,Polyester,Solid,Long Sleeve,Casual,12,13,1,7,7,3,0,0,2
19817,/content/fashion_data/images/19817.jpg,Sweatshirts,Men,Blue,Winter,Casual,U.S. Polo Assn. Men Solid Blue Sweatshirt,Blue,High Neck,Knee-length,Polyester,Solid,Long Sleeve,Casual,2,5,1,7,7,3,0,3,0
32878,/content/fashion_data/images/32878.jpg,Tops,Women,Orange,Summer,Casual,Allen Solly Woman Striped Orange Top,Orange,Halter,Mini,Polyester,Striped,Cap Sleeve,Casual,15,4,4,7,8,2,0,2,2
14197,/content/fashion_data/images/14197.jpg,Dresses,Women,Black,Fall,Casual,AND Women Solid Black Dresses,Black,One-Shoulder,Midi,Satin,Solid,Sleeveless,Casual,1,9,3,8,7,5,0,0,2
59917,/content/fashion_data/images/59917.jpg,Kurtas,Women,Pink,Summer,Ethnic,Diva Women Pink Kurta,Pink,V-Neck,Maxi,Silk,Solid,3/4 Sleeve,Festive/Religious,16,14,2,9,7,0,1,2,2
16357,/content/fashion_data/images/16357.jpg,Shirts,Men,Blue,Fall,Formal,Peter England Men Stripes Blue Shirt,Blue,Collared,Knee-length,Cotton,Striped,3/4 Sleeve,Formal,2,1,1,1,8,0,2,0,0
59811,/content/fashion_data/images/59811.jpg,Dresses,Women,Beige,Fall,Casual,United Colors of Benetton Women Beige Printed Dress,Beige,Off-Shoulder,Knee-length,Cotton,Abstract,3/4 Sleeve,Casual,0,8,1,1,0,0,0,0,2
16398,/content/fashion_data/images/16398.jpg,Shirts,Men,White,Fall,Casual,Levis Men Green & White Striped Shirt,White,Collared,Mini,Cotton,Striped,Short Sleeve,Casual,22,1,4,1,8,4,0,0,0
33174,/content/fashion_data/images/33174.jpg,Tops,Women,Green,Summer,Casual,Sepia Women Printed Green Top,Green,Square Neck,Mini,Crepe,Abstract,Cap Sleeve,Casual,8,11,4,2,0,2,0,2,2
37098,/content/fashion_data/images/37098.jpg,Tshirts,Men,Green,Summer,Casual,Wills Lifestyle Men Green Polo T-shirt,Green,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,10,4,1,7,4,0,2,0
15018,/content/fashion_data/images/15018.jpg,Sweatshirts,Men,Grey,Fall,Casual,ADIDAS Men Printed Grey Sweatshirts,Grey,High Neck,Mini,Polyester,Abstract,Long Sleeve,Casual,9,5,4,7,0,3,0,0,0
18918,/content/fashion_data/images/18918.jpg,Shirts,Men,Grey,Fall,Casual,Levis Men Denim Grey Shirt,Grey,Collared,Mini,Cotton,Solid,3/4 Sleeve,Casual,9,1,4,1,7,0,0,0,0
22577,/content/fashion_data/images/22577.jpg,Shirts,Men,Red,Fall,Casual,Highlander Men Red Check Shirt,Red,Collared,Mini,Linen,Plaid,3/4 Sleeve,Casual,18,1,4,6,5,0,0,0,0
8404,/content/fashion_data/images/8404.jpg,Tshirts,Men,White,Fall,Sports,ADIDAS Men M Rsp Tee White T-Shirts,White,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Sports,22,3,4,7,7,4,4,0,0
27087,/content/fashion_data/images/27087.jpg,Kurtas,Women,Black,Summer,Ethnic,Aneri Women Egyptian Black Kurta,Black,High Neck,Maxi,Crepe,Solid,Short Sleeve,Festive/Religious,1,5,2,2,7,4,1,2,2
11677,/content/fashion_data/images/11677.jpg,Shirts,Men,Blue,Fall,Casual,Lee Men Check Blue Shirts,Blue,Collared,Knee-length,Linen,Plaid,Short Sleeve,Casual,2,1,1,6,5,4,0,0,0
19683,/content/fashion_data/images/19683.jpg,Tshirts,Women,Pink,Summer,Casual,United Colors of Benetton Women Printed Pink T-shirt,Pink,V-Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,16,14,4,1,0,4,0,2,2
41194,/content/fashion_data/images/41194.jpg,Shirts,Women,Grey,Summer,Casual,Allen Solly Woman Grey Shirt,Grey,Collared,Knee-length,Cotton,Solid,Long Sleeve,Casual,9,1,1,1,7,3,0,2,2
25969,/content/fashion_data/images/25969.jpg,Tops,Women,Black,Summer,Casual,Femella Women Black Top,Black,V-Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,1,14,4,7,7,2,0,2,2
4382,/content/fashion_data/images/4382.jpg,Tshirts,Men,Grey,Summer,Casual,Batman Men's Drip Henley Grey Heather T-shirt,Grey,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,9,3,4,1,7,4,0,2,0
54575,/content/fashion_data/images/54575.jpg,Kurtas,Women,Maroon,Summer,Ethnic,Sushilas Women Printed Maroon Kurta,Maroon,Collared,Midi,Crepe,Abstract,Short Sleeve,Festive/Religious,10,1,3,2,0,4,1,2,2
29288,/content/fashion_data/images/29288.jpg,Shirts,Men,Black,Summer,Casual,Wrangler Men Griffith Black Shirt,Black,V-Neck,Knee-length,Cotton,Solid,Short Sleeve,Casual,1,14,1,1,7,4,0,2,0
3429,/content/fashion_data/images/3429.jpg,Tshirts,Men,Black,Summer,Casual,Myntra Men's If You Don't Like Black T-shirt,Black,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,1,3,4,1,7,4,0,2,0
33311,/content/fashion_data/images/33311.jpg,Tshirts,Men,White,Summer,Casual,Jack & Jones Men White & Navy Blue T-shirt,White,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,22,3,4,7,7,4,0,2,0
57125,/content/fashion_data/images/57125.jpg,Tops,Women,Black,Summer,Casual,Elle Women Black Top,Black,Square Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,1,11,4,7,7,2,0,2,2
31016,/content/fashion_data/images/31016.jpg,Shirts,Men,White,Summer,Formal,Arrow Men Striped White & Green Shirt,White,Collared,Mini,Cotton,Striped,Short Sleeve,Formal,22,1,4,1,8,4,2,2,0
5716,/content/fashion_data/images/5716.jpg,Tshirts,Men,Red,Summer,Casual,Basics Men Red T-shirt,Red,Scoop Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,18,10,4,7,7,2,0,2,0
42248,/content/fashion_data/images/42248.jpg,Tops,Women,Pink,Summer,Casual,Sepia Women Pink Top,Pink,Off-Shoulder,Mini,Silk,Solid,Cap Sleeve,Casual,16,8,4,9,7,2,0,2,2
33040,/content/fashion_data/images/33040.jpg,Kurtas,Women,Green,Summer,Ethnic,Mother Earth Women Green Kurta,Green,High Neck,Knee-length,Linen,Solid,Long Sleeve,Festive/Religious,8,5,1,6,7,3,1,2,2
24954,/content/fashion_data/images/24954.jpg,Tshirts,Women,Blue,Summer,Casual,United Colors of Benetton Women Blue T-shirt,Blue,Scoop Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,2,10,4,7,7,2,0,2,2
4091,/content/fashion_data/images/4091.jpg,Tshirts,Men,White,Summer,Casual,Classic Polo Men's White With Black Stripes T-shirt,White,V-Neck,Mini,Cotton,Striped,Short Sleeve,Casual,22,14,4,1,8,4,0,2,0
34986,/content/fashion_data/images/34986.jpg,Sarees,Women,Beige,Summer,Ethnic,Fabindia Women H& Printed Beige Sari,Beige,High Neck,Floor-length,Crepe,Abstract,Cap Sleeve,Festive/Religious,0,5,0,2,0,2,1,2,2
13659,/content/fashion_data/images/13659.jpg,Shirts,Men,White,Fall,Formal,Genesis Men Red Stripe Shirt,White,Collared,Knee-length,Cotton,Striped,Short Sleeve,Formal,22,1,1,1,8,4,2,0,0
16526,/content/fashion_data/images/16526.jpg,Shirts,Men,Blue,Fall,Casual,Locomotive Men Check Navy Blue Shirt,Blue,Collared,Knee-length,Polyester,Plaid,Short Sleeve,Casual,2,1,1,7,5,4,0,0,0
53041,/content/fashion_data/images/53041.jpg,Sarees,Women,Multi,Fall,Ethnic,FNF Multi Coloured Printed Sari,Multi-color,High Neck,Maxi,Crepe,Abstract,Sleeveless,Festive/Religious,11,5,2,2,0,5,1,0,2
11625,/content/fashion_data/images/11625.jpg,Kurtas,Women,Red,Summer,Ethnic,W Women Printed Red Kurtas,Red,High Neck,Midi,Linen,Abstract,Short Sleeve,Festive/Religious,18,5,3,6,0,4,1,2,2
48085,/content/fashion_data/images/48085.jpg,Dresses,Women,Purple,Summer,Casual,French Connection Women Purple Dress,Purple,One-Shoulder,Midi,Chiffon,Solid,3/4 Sleeve,Casual,17,9,3,0,7,0,0,2,2
